type,date,January,February,March,April,May,June,July,August,September,October,November,December
GUF,1947,25.048,25.508,25.74,25.845,25.574,25.491,25.828,26.454,26.659,26.597,26.057,25.448
GUF,1948,24.923,25.044,25.154,25.056,25.545,25.742,25.765,26.448,26.616,26.488,26.315,25.333
GUF,1949,24.743,24.881,25.243,25.263,25.477,25.268,25.6,25.85,26.293,26.42,26.097,25.377
GUF,1950,24.766,25.213,25.389,25.531,25.538,25.592,25.63,26.216,26.75,26.64,26.599,25.505
GUF,1951,24.969,25.31,25.784,25.692,25.786,25.697,25.7,26.616,27.086,26.889,27.021,26.197
GUF,1952,25.501,25.812,26.112,26.228,25.77,25.801,25.712,26.208,26.788,26.868,26.44,25.856
GUF,1953,25.222,25.17,25.555,25.797,25.883,25.914,26.242,26.575,26.719,26.888,26.895,26.015
GUF,1954,25.302,25.014,25.528,25.534,25.863,25.786,25.737,26.085,26.651,26.382,26.081,25.464
GUF,1955,25.169,25.162,25.317,25.478,25.58,25.751,25.746,26.175,26.813,26.902,26.594,25.214
GUF,1956,25.299,25.03,25.273,25.533,25.526,25.549,25.634,26.141,26.244,26.476,26.513,25.408
GUF,1957,24.674,25.281,25.49,25.655,25.747,25.868,26.117,26.518,27.238,27.094,27.098,26.013
GUF,1958,25.943,26.083,26.31,25.985,26.458,26.225,26.408,26.856,27.2,26.935,26.781,26.308
GUF,1959,25.571,25.252,25.779,25.501,25.932,25.774,25.708,26.462,26.874,26.731,26.331,25.926
GUF,1960,25.254,25.287,25.521,25.439,25.681,25.657,25.792,26.476,26.74,26.75,26.63,25.659
GUF,1961,25.463,25.005,25.763,25.767,25.927,25.562,26.001,26.651,26.875,26.533,26.265,25.404
GUF,1962,25.136,25.208,25.775,25.714,26.105,25.84,26.227,26.557,26.744,26.897,26.718,25.898
GUF,1963,25.155,25.025,25.257,25.607,25.893,25.795,26.334,26.84,27.089,27.141,26.742,25.505
GUF,1964,25.04,25.597,25.865,26.159,25.895,25.865,26.203,26.49,26.558,26.174,26.191,25.496
GUF,1965,24.993,24.98,25.545,25.534,25.759,25.673,25.841,26.316,26.777,27.061,26.601,25.976
GUF,1966,25.702,25.321,25.683,25.936,26.074,26.228,26.07,26.606,26.71,26.872,26.696,25.967
GUF,1967,25.235,25.213,25.296,25.58,25.429,25.383,25.741,26.009,26.689,26.344,26.437,25.616
GUF,1968,25.158,25.082,25.267,25.807,25.557,25.442,25.771,26.33,26.645,26.607,26.1,25.525
GUF,1969,25.336,25.851,26.146,26.187,26.152,26.452,26.289,26.65,27.089,27.046,27.195,26.588
GUF,1970,25.612,25.706,25.589,25.687,26.131,25.88,26.057,26.34,26.611,26.744,26.467,25.616
GUF,1971,24.945,24.721,25.162,25.095,25.349,25.272,25.71,26.043,26.348,26.208,26.291,25.548
GUF,1972,24.866,24.945,25.471,25.304,25.622,25.712,25.992,26.21,26.724,26.934,26.563,25.805
GUF,1973,25.445,25.656,26.025,25.73,25.634,25.989,26.003,26.537,26.447,26.632,26.378,25.195
GUF,1974,24.651,24.843,25.104,25.427,25.694,25.301,25.475,26.249,26.435,26.297,26.209,25.248
GUF,1975,24.92,24.793,25.197,25.398,25.619,25.134,25.378,26.117,26.213,26.614,26.404,25.732
GUF,1976,24.752,24.785,25.031,25.258,25.339,25.372,25.678,26.257,26.897,27.143,26.878,25.914
GUF,1977,25.374,25.052,25.519,25.77,25.8,25.787,25.904,26.557,26.802,26.895,26.741,25.564
GUF,1978,25.212,25.84,25.663,26.004,26.119,25.897,26.12,26.133,26.629,26.671,26.749,25.444
GUF,1979,25.571,25.522,25.726,25.997,26.335,26.064,26.287,26.801,26.904,27.138,27.037,26.038
GUF,1980,25.729,25.556,25.649,25.897,26.24,26.431,26.324,26.796,27.259,26.931,26.657,26.06
GUF,1981,25.618,25.284,26.088,26.203,25.972,25.916,25.733,26.42,26.726,26.653,26.939,26.071
GUF,1982,25.47,25.483,25.631,25.623,25.766,25.963,25.881,26.355,26.812,26.706,26.746,26.145
GUF,1983,25.87,25.987,26.387,26.071,26.589,26.421,26.189,26.576,26.894,26.653,26.787,25.499
GUF,1984,24.845,25.202,25.528,25.589,25.423,25.602,25.727,26.165,26.05,26.257,26.102,25.619
GUF,1985,25.022,24.79,25.534,25.594,25.885,25.585,25.881,25.918,26.615,26.401,26.48,25.445
GUF,1986,25.308,25.34,25.536,26.173,25.966,25.706,25.847,26.474,26.996,26.747,26.359,25.786
GUF,1987,25.549,25.882,26.184,26.346,26.471,26.619,26.596,27.113,27.535,27.585,27.537,26.623
GUF,1988,25.722,25.687,25.969,26.461,26.264,26.063,25.779,26.844,26.882,26.905,26.591,25.463
GUF,1989,24.895,24.938,24.947,25.665,25.636,25.726,25.987,26.749,27.093,26.618,26.639,25.835
GUF,1990,25.157,25.414,25.776,25.705,26.062,25.982,26.333,26.518,27.285,27.263,27.018,26.243
GUF,1991,25.535,25.914,25.866,26.191,26.253,26.208,26.147,26.256,26.714,26.346,26.779,26.34
GUF,1992,25.841,25.627,26.035,26.281,26.684,26.219,25.877,26.383,26.838,26.964,26.641,26.062
GUF,1993,25.279,25.573,25.747,25.882,26.432,25.961,26.396,26.474,26.74,26.819,26.677,26.099
GUF,1994,25.47,25.478,25.836,25.707,25.865,25.897,26.073,26.446,27.014,26.893,26.557,26.085
GUF,1995,25.646,25.563,26.175,26.49,26.357,26.286,26.222,27.238,27.534,27.412,26.818,26.338
GUF,1996,25.633,25.676,25.985,26.359,26.6,25.988,26.115,26.736,27.41,27.166,26.824,26.501
GUF,1997,25.753,25.751,26.019,26.136,26.532,26.588,26.481,26.725,27.405,28.027,27.509,26.392
GUF,1998,26.35,27.172,26.956,26.918,27.112,26.532,26.79,27.279,27.648,27.58,27.091,26.338
GUF,1999,25.583,25.764,26.035,26.003,26.061,25.956,26.231,26.533,27.08,27.005,27.271,26.435
GUF,2000,25.209,25.228,25.743,25.512,25.978,25.976,26.141,26.776,27.009,27.031,26.929,25.82
GUF,2001,25.018,25.342,26.149,26.094,26.321,25.872,26.209,26.902,27.196,27.275,27.15,26.777
GUF,2002,26,25.99,26.215,26.153,26.37,25.902,26.76,26.875,27.25,27.263,26.993,26.13
GUF,2003,25.989,25.981,26.447,26.666,26.573,26.435,26.375,27.587,27.701,27.534,27.471,26.593
GUF,2004,26.124,26.162,26.155,26.558,26.26,26.091,26.343,26.794,27.482,27.614,27.882,27.352
GUF,2005,26.807,26.914,26.698,26.769,27.144,27.284,26.947,27.469,27.93,27.988,27.859,26.578
GUF,2006,25.849,26.265,26.576,26.356,26.486,25.989,26.471,27.177,27.618,27.605,26.981,26.041
GUF,2007,26.366,25.985,25.891,26.211,26.291,26.181,26.62,27.088,27.275,27.285,27.202,25.839
GUF,2008,25.529,25.289,25.34,25.783,26.085,26.182,26.291,27.305,27.557,27.651,28,26.536
GUF,2009,25.625,25.699,26.431,26.27,26.743,26.464,26.949,27.45,27.717,27.591,27.469,26.367
GUF,2010,26.256,26.779,27.184,26.903,26.869,26.835,26.752,27.12,27.757,27.993,27.458,26.318
GUF,2011,25.753,25.759,25.815,26.185,26.401,26.657,26.556,27.41,27.582,27.314,27.051,26.613
GUF,2012,25.472,25.164,26.017,26.049,26.365,26.448,26.688,27.157,27.782,27.91,27.924,26.9
GUM,1903,25.793,25.671,26.13,26.205,26.834,27.086,27.056,27.031,26.413,26.526,26.399,25.68
GUM,1904,25.072,24.938,25.745,26.304,26.737,27.123,27.168,26.429,26.275,26.247,26.462,25.838
GUM,1905,25.494,24.756,25.789,26.551,26.969,27.577,26.913,26.618,26.651,26.648,26.939,26.24
GUM,1906,25.26,25.499,25.846,27.037,27.422,27.403,27.326,26.941,26.765,26.985,26.504,26.426
GUM,1907,25.218,25.056,25.65,26.026,25.987,26.981,27.395,26.147,26.658,26.505,26.169,25.937
GUM,1908,25.465,25.567,25.326,26.862,26.899,27.446,27.155,26.118,26.754,26.512,25.996,26.046
GUM,1909,24.884,25.546,26.295,26.009,26.593,27.602,27.311,26.637,26.832,27.048,26.995,25.928
GUM,1910,26.148,25.724,25.705,26.634,27.177,27.268,27.3,26.806,26.946,26.901,26.332,26.117
GUM,1911,25.6,25.663,25.872,26.598,26.972,27.47,27.299,26.83,26.837,26.736,26.992,26.285
GUM,1912,25.653,25.67,25.792,26.721,27.309,27.54,26.975,26.727,26.748,26.382,26.743,26.101
GUM,1913,25.87,25.518,25.797,26.787,27.27,27.821,27.536,27.224,26.623,26.766,27.21,26.598
GUM,1914,26.063,25.747,26.561,26.786,27.717,27.828,27.033,26.833,26.776,26.334,26.394,26.169
GUM,1915,25.421,26.051,25.919,27.427,27.686,27.447,27.287,27.057,26.763,26.32,27.218,26.739
GUM,1916,25.789,26.155,26.014,26.862,27.435,26.958,27.634,26.826,26.348,27.103,27.063,26.069
GUM,1917,25.739,25.043,25.885,26.326,26.214,27.087,26.956,26.672,26.238,26.727,26.329,25.937
GUM,1918,25.494,24.972,25.77,26.298,26.902,26.898,26.912,26.168,26.78,26.926,26.803,26.041
GUM,1919,26.16,25.868,26.485,27.145,27.401,27.324,26.958,26.963,26.605,26.723,26.917,26.398
GUM,1920,26.219,25.399,26.007,26.78,27.198,27.425,27.075,27.052,26.477,26.401,26.998,25.76
GUM,1921,25.73,25.814,25.913,26.186,26.831,27.101,27.224,26.761,26.644,26.496,26.755,26.215
GUM,1922,25.805,25.431,25.852,26.583,27.082,27.174,26.893,26.454,26.281,26.875,26.623,25.854
GUM,1923,25.741,25.671,25.732,26.32,26.924,27.273,26.753,26.56,26.777,26.569,26.922,26.385
GUM,1924,25.218,25.669,25.999,26.519,27.334,27.419,26.789,27.028,26.626,26.123,26.441,26.122
GUM,1925,25.538,25.858,26.217,26.633,26.932,27.107,26.293,26.35,26.607,26.695,27.079,26.385
GUM,1926,25.561,25.58,25.977,26.658,27.572,27.978,27.605,27.388,27.328,26.872,27.072,26.526
GUM,1927,26.129,25.93,26.591,26.526,27.24,27.324,27.234,26.982,27.464,27.235,27.291,26.787
GUM,1928,26.094,26.158,26.092,26.989,27.213,27.532,28.224,27.402,26.777,26.544,26.836,26.366
GUM,1929,25.413,25.322,26.082,26.441,27.055,27.332,26.743,27.159,26.825,26.804,26.885,26.124
GUM,1930,25.733,25.554,25.98,26.308,27.042,27.627,27.091,27.165,27.181,27.099,27.138,26.087
GUM,1931,25.831,25.685,26.068,26.685,27.32,27.94,27.831,27.257,27.542,27.149,27.031,26.431
GUM,1932,26.154,25.887,26.161,26.728,27.057,27.42,27.311,27.419,27.058,27.018,27.006,26.466
GUM,1933,25.824,26.24,26.449,26.937,27.222,27.484,27.227,27.267,27.106,26.665,27.058,26.393
GUM,1934,26.192,26.337,26.609,26.767,26.669,27.559,27.29,27.37,27.002,26.797,26.941,26.312
GUM,1935,25.52,26.063,26.173,26.842,27.69,27.53,27.334,27.078,26.827,26.777,26.755,26.393
GUM,1936,25.655,25.749,26.175,26.7,27.552,27.829,27.33,27.798,27.288,26.855,27.202,26.705
GUM,1937,26.215,26.029,26.315,26.977,27.613,27.451,27.333,27.575,27.334,26.808,27.009,26.564
GUM,1938,26.558,26.423,26.748,27.075,27.586,27.501,27.642,26.931,26.746,26.817,26.78,26.466
GUM,1939,26.021,26.158,26.383,27.08,27.38,28.028,27.234,26.907,27.123,27.001,27.015,26.543
GUM,1940,25.8,25.288,25.823,26.342,27.392,27.938,27.271,27.56,26.925,27.188,27.892,26.883
GUM,1941,25.885,26.065,26.687,27.529,28.001,27.83,27.818,27.193,27.375,27.249,27.056,26.491
GUM,1942,26.215,26.566,27.093,26.986,27.629,27.856,27.296,27.321,27.233,26.719,26.873,26.654
GUM,1943,25.943,25.847,26.087,26.837,27.515,27.429,26.894,26.271,26.691,27.057,26.878,26.9
GUM,1944,26.643,25.922,25.675,26.489,27.771,27.394,27.326,26.692,27.015,27.286,27.184,26.883
GUM,1945,25.977,26.323,26.102,26.82,27.323,27.823,27.582,27.477,26.987,26.709,27.375,26.909
GUM,1946,26.95,26.973,26.911,26.991,27.388,26.657,26.698,26.6,27.049,27.186,27.325,26.112
GUM,1947,25.812,26.19,26.814,27.309,27.646,28.143,27.352,27.676,27.208,26.874,27.636,27.455
GUM,1948,26.888,26.58,26.491,26.89,27.408,27.603,27.537,27.115,27.045,26.922,26.804,26.096
GUM,1949,26.041,25.694,26.35,26.789,27.33,27.658,27.285,27.462,27.036,27.273,27.398,26.892
GUM,1950,26.238,26.097,26.578,27.087,27.309,27.254,27.014,27.36,26.988,26.926,26.956,26.666
GUM,1951,26.412,26.544,26.606,26.815,27.313,28.057,27.697,27.092,28.116,27.712,27.435,26.913
GUM,1952,26.107,26.193,26.261,26.887,27.573,28.15,27.782,27.208,27.341,27.027,27.244,26.848
GUM,1953,26.398,26.01,26.498,26.967,27.633,28.412,28.087,27.047,27.556,27.672,27.697,27.063
GUM,1954,26.534,26.696,27.039,27.431,27.799,28.15,28.108,27.415,26.95,27.035,27.421,26.715
GUM,1955,26.045,26.374,26.962,26.854,27.009,27.255,27.044,27.455,27.061,27.034,27.206,26.467
GUM,1956,25.634,25.951,26.301,26.791,27.284,27.644,27.572,27.62,27.095,27.048,27.422,26.489
GUM,1957,26.081,25.912,26.408,27.051,27.734,28.167,27.905,27.718,27.568,27.306,27.219,26.848
GUM,1958,26.041,26.117,26.454,27.204,27.566,27.537,27.372,27.724,27.349,27.612,27.467,26.903
GUM,1959,26.184,26.617,26.566,27.029,27.805,28.388,28.193,27.437,27.399,27.503,27.691,27.147
GUM,1960,26.234,26.376,26.359,27.561,27.564,27.59,27.613,26.89,27.063,26.645,27.169,26.646
GUM,1961,26.109,26.66,26.705,27.221,27.803,27.641,27.127,26.734,26.839,26.645,26.527,26.287
GUM,1962,26.058,26.002,26.843,26.693,27.875,27.636,27.458,27.171,27.272,27.024,28.05,26.306
GUM,1963,25.561,25.868,26.403,26.491,27.115,27.549,27.058,27.739,27.24,26.769,27.122,26.529
GUM,1964,26.224,25.902,26.255,26.732,27.087,27.815,27.244,26.752,26.752,26.991,27.193,26.497
GUM,1965,26.006,26.169,26.034,26.637,27.859,27.637,27.293,27.385,27.084,26.644,27.133,26.474
GUM,1966,25.904,25.938,26.182,27.113,27.649,28.026,27.841,27.374,27.149,27.061,27.162,26.508
GUM,1967,26.562,26.324,25.794,26.347,27.395,27.615,27.325,27.375,27.206,26.775,27.071,26.075
GUM,1968,25.893,25.543,26.554,26.391,27.344,27.421,27.409,27.379,26.953,26.85,26.571,26.121
GUM,1969,25.56,25.364,26.228,26.902,27.82,28.033,27.535,27.159,27.301,26.858,27.613,27.122
GUM,1970,26.066,26.373,26.682,26.942,27.662,27.916,27.287,26.968,26.836,27.055,27.342,26.776
GUM,1971,26.296,26.482,26.644,27.224,27.538,27.408,26.896,26.709,27.132,26.771,27.083,27.019
GUM,1972,26.002,25.906,26.141,26.289,27.034,27.22,27.096,27.073,27.291,27.178,27.214,26.711
GUM,1973,26.049,26.116,26.702,27.504,27.835,27.99,27.788,27.421,27.676,27.221,27.61,27.118
GUM,1974,26.399,26.85,26.284,27.417,27.772,27.692,27.525,27.346,27.232,27.338,27.581,27.095
GUM,1975,26.574,26.503,26.475,27.023,27.737,28.196,27.282,26.881,27.416,27.217,27.103,26.632
GUM,1976,25.932,25.998,26.671,26.564,27.267,27.6,27.527,27.317,27.26,27.276,27.334,26.875
GUM,1977,26.492,26.667,26.547,26.778,27.399,28.03,27.784,28.014,27.283,27.19,27.385,26.917
GUM,1978,26.063,25.767,26.713,27.224,28.038,27.578,27.748,27.272,27.645,27.516,26.903,26.46
GUM,1979,26.152,26.453,26.587,26.919,27.534,28.062,27.792,27.474,27.615,27.394,27.563,26.799
GUM,1980,26.329,26.326,26.801,27.199,27.756,27.886,27.812,27.85,27.421,27.536,27.769,26.94
GUM,1981,26.976,26.642,26.985,28.077,28.312,28.171,27.592,27.216,27.717,27.534,27.698,27.321
GUM,1982,26.509,26.153,26.787,27.279,27.685,27.649,27.467,27.349,27.231,26.736,27.271,26.571
GUM,1983,25.783,25.974,26.372,27.323,28.204,28.864,28.552,27.988,28.492,28.229,27.794,27.151
GUM,1984,26.874,26.775,27.609,28.256,28.671,28.344,28.202,27.774,27.785,27.759,27.819,27.473
GUM,1985,26.988,27.039,27.387,27.635,27.756,27.86,27.731,27.441,27.553,27.478,27.646,27.1
GUM,1986,26.956,26.485,27.298,27.559,27.962,28.076,27.632,27.593,27.636,26.824,27.579,26.242
GUM,1987,26.18,26.197,26.908,26.863,27.897,28.378,27.604,27.925,28.253,27.886,27.719,26.895
GUM,1988,26.469,26.534,27.515,27.8,28.377,27.962,27.691,27.879,28.022,27.361,27.791,27.727
GUM,1989,27.459,26.965,27.289,27.581,28.159,27.845,27.651,27.271,27.305,27.107,27.364,27.129
GUM,1990,26.444,26.264,26.41,27.452,28.183,28.22,28.039,27.364,27.153,27.555,27.449,26.753
GUM,1991,26.106,26.014,26.818,27.285,28.127,28.13,28.103,28.006,27.438,27.115,26.891,26.683
GUM,1992,26.177,26.521,26.764,26.992,27.299,28.073,27.82,27.123,27.423,27.455,27.251,26.487
GUM,1993,26.142,25.948,26.661,27.514,28.024,28.367,28.084,27.165,27.268,27.228,27.519,26.993
GUM,1994,26.483,26.414,27.046,27.673,27.969,28.412,27.612,28.137,27.365,27.317,27.335,26.558
GUM,1995,26.142,25.832,26.583,27.194,27.733,28.04,27.728,27.722,27.579,27.245,27.729,27.2
GUM,1996,26.418,26.209,26.945,27.307,28.21,28.412,27.766,27.712,27.45,27.681,27.377,27.113
GUM,1997,26.477,26.55,26.787,27.305,27.98,28.092,28.182,27.439,27.93,27.714,27.335,27.148
GUM,1998,26.653,26.839,26.818,27.599,28.337,28.336,28.436,28.116,27.627,27.82,27.899,27.436
GUM,1999,26.982,27.135,27.887,27.857,28.073,27.79,27.487,27.898,27.301,27.586,27.704,27.336
GUM,2000,26.544,26.872,27.456,27.742,27.95,28.189,27.673,27.42,27.198,27.47,27.959,27.307
GUM,2001,26.985,26.872,27.191,28.001,28.511,28.449,27.684,27.703,27.55,27.801,27.425,26.968
GUM,2002,26.435,26.538,27.309,27.273,27.921,28.501,27.576,27.498,27.544,27.681,27.783,26.807
GUM,2003,26.472,26.202,26.621,27.333,27.709,27.638,27.857,27.795,27.359,27.597,27.512,27.089
GUM,2004,26.695,26.978,27.525,27.795,28.248,27.604,27.73,27.203,27.787,27.853,27.913,27.226
GUM,2005,26.617,26.544,27.291,27.476,27.991,28.214,28.078,27.449,27.248,27.292,27.907,27.481
GUM,2006,26.755,26.947,27.23,27.561,27.996,28.446,27.435,27.283,27.8,26.853,27.545,27.295
GUM,2007,26.657,26.518,26.552,27.61,27.917,28.591,28.14,27.296,27.42,27.202,27.521,27.401
GUM,2008,27.043,26.861,27.146,27.954,27.993,27.927,27.5,27.323,27.188,27.549,27.963,27.36
GUM,2009,26.883,27.037,26.876,27.527,28.133,28.17,27.695,27.4,27.373,27.18,27.64,26.733
GUM,2010,26.175,26.584,27.02,27.025,27.995,28.206,27.682,27.215,27.008,27.2,27.705,27.19
GUM,2011,26.797,26.701,27.3,27.485,28.308,28.288,27.339,27.099,26.747,26.653,27.365,26.905
GUM,2012,26.266,26.599,26.902,27.5,28.015,27.997,27.797,27.146,27.753,27.289,28.079,27.356
GUY,1900,25.6,25.91,26.241,25.966,25.624,25.503,25.426,25.236,26.924,26.914,26.36,25.416
GUY,1901,25.575,26.026,26.171,26.29,25.864,25.649,25.913,26.151,26.736,26.786,26.359,25.254
GUY,1902,25.235,25.424,25.65,25.749,26.281,25.517,25.307,25.817,26.683,26.406,26.326,25.461
GUY,1903,25.43,25.785,25.706,25.721,25.403,25.301,25.354,25.766,26.242,27.209,26.467,25.208
GUY,1904,24.625,24.631,24.849,25.124,25.285,24.543,24.96,25.612,26.306,26.137,26.122,25.19
GUY,1905,25.609,25.181,25.582,25.864,25.568,25.134,25.188,25.939,26.65,26.654,26.64,24.847
GUY,1906,24.878,25.43,25.715,25.623,25.768,24.74,24.942,25.734,26.468,26.527,26.483,25.415
GUY,1907,24.642,25.119,25.283,25.124,25.006,24.879,24.692,25.618,26.371,26.736,26.304,25.24
GUY,1908,24.929,25.427,25.414,25.563,24.533,24.978,24.797,25.467,26.584,26.35,25.912,25.668
GUY,1909,25.025,25.221,25.798,25.437,25.175,24.814,24.824,25.489,26.462,26.548,26.718,25.426
GUY,1910,24.879,25.335,25.372,25.2,25.543,25.108,25.134,25.787,26.188,25.879,26.256,25.443
GUY,1911,24.53,25.286,25.745,25.697,25.55,24.829,24.764,25.599,26.628,26.625,26.184,25.321
GUY,1912,25.284,25.993,26.044,26.046,25.749,25.064,24.92,25.969,26.314,26.826,26.389,25.236
GUY,1913,24.594,24.728,25.196,25.751,25.602,25.093,24.95,25.704,26.32,26.127,26.193,25.399
GUY,1914,25.898,26.391,26.595,26.094,25.525,25.231,25.075,25.374,26.285,26.355,25.963,25.36
GUY,1915,25.35,25.685,26.639,26.391,26.092,25.263,25.193,26.268,26.85,27.189,26.493,25.449
GUY,1916,24.982,25.306,26.029,26.252,25.921,25.081,25.153,25.53,26.377,26.501,26.023,24.8
GUY,1917,24.286,24.718,25.232,25.284,25.242,24.74,24.911,25.064,26.014,25.984,25.952,24.844
GUY,1918,24.386,24.664,24.914,25.092,25.18,25.023,25.11,25.735,26.655,26.708,26.372,24.964
GUY,1919,25.101,25.939,25.862,26.144,25.492,25.37,25.262,25.764,26.667,26.738,26.368,25.585
GUY,1920,25.145,25.375,25.538,25.701,25.641,24.938,24.909,25.773,26.351,26.643,26.311,25.188
GUY,1921,25.045,25.219,25.856,25.578,25.69,24.675,24.71,25.627,26.474,26.154,25.965,25.182
GUY,1922,25.175,25.371,25.673,25.637,25.37,24.954,25.112,25.565,26.384,26.435,26.2,24.51
GUY,1923,24.54,24.812,25.228,25.273,25.634,24.893,25.042,25.737,26.69,26.644,26.433,25.125
GUY,1924,25.137,25.453,25.75,26.349,25.998,24.987,25.152,25.542,26.276,25.964,26.38,24.977
GUY,1925,24.268,24.793,25.318,25.881,25.768,25.095,25.419,25.653,26.399,26.867,26.758,25.843
GUY,1926,25.412,26.044,26.622,26.64,26.374,25.713,25.318,26.114,26.62,26.913,26.877,25.607
GUY,1927,25.153,25.224,25.957,25.897,25.54,25.134,25.031,25.827,26.65,26.737,26.956,25.954
GUY,1928,25.305,25.685,25.933,25.82,25.877,25.384,25.158,25.892,26.723,27.002,26.932,25.625
GUY,1929,24.938,25.253,25.646,25.756,25.541,24.892,24.964,25.94,26.597,26.898,26.5,25.175
GUY,1930,24.938,25.414,26.123,25.593,25.58,24.901,24.93,25.631,26.518,26.892,27.352,26.094
GUY,1931,25.793,26.441,26.979,26.821,26.291,25.793,25.231,26.055,26.765,26.966,26.766,25.647
GUY,1932,25.466,25.768,26.157,26.018,25.944,25.321,25.143,25.882,27.003,27.133,27.379,26.247
GUY,1933,25.495,25.506,26.024,26.095,25.808,25.125,25.399,25.801,26.617,26.486,26.161,25.018
GUY,1934,24.595,25,25.343,25.836,25.816,25.296,25.229,26.053,26.589,26.193,26.619,25.577
GUY,1935,25.592,25.583,26.027,26.073,25.75,25.182,25.29,25.689,26.528,26.756,26.814,25.93
GUY,1936,25.029,25.729,26.26,25.841,26.072,25.341,25.346,26.09,26.77,26.647,26.857,25.897
GUY,1937,25.464,25.924,26.368,26.155,25.854,25.315,25.184,26.038,26.984,27.236,26.857,26.204
GUY,1938,25.393,25.848,25.822,25.712,25.418,25.173,25.248,25.822,26.997,27.026,26.745,25.796
GUY,1939,25.07,25.276,25.634,25.454,25.601,25.234,25.235,26,26.639,26.934,27.202,26.379
GUY,1940,25.84,26.626,26.989,26.948,26.546,25.792,25.665,26.203,27.033,27.273,27.028,25.815
GUY,1941,25.867,26.48,27.085,27.027,26.731,25.457,25.723,26.185,26.839,27.008,26.787,25.798
GUY,1942,25.848,26.544,26.867,26.462,26.182,25.532,25.261,26.195,27.12,27.333,27.41,25.58
GUY,1943,25.405,25.694,25.606,25.853,25.585,25.292,25.009,25.815,26.967,27.142,26.595,25.786
GUY,1944,25.277,25.669,26.039,25.91,25.929,25.391,25.398,26.325,26.663,27.204,27.165,25.865
GUY,1945,25.463,25.581,26.208,26.046,25.736,25.427,25.351,26.168,26.91,26.63,26.67,25.759
GUY,1946,25.378,25.42,26.215,26.052,25.692,25.578,25.28,25.552,26.603,26.648,26.625,25.957
GUY,1947,25.269,26.128,26.71,26.499,25.85,25.44,25.476,26.082,26.7,26.703,26.419,25.803
GUY,1948,25.436,25.548,25.867,25.546,26.02,25.534,25.461,26.111,26.577,26.782,26.62,25.633
GUY,1949,24.88,25.465,25.945,25.754,25.777,25.328,25.303,25.542,26.493,26.837,26.441,25.479
GUY,1950,25.026,25.649,26.031,26.229,25.712,25.359,25.289,25.822,26.926,26.875,27.547,25.82
GUY,1951,25.237,25.655,26.232,26.192,26.084,25.494,25.464,26.593,27.171,26.95,27.307,26.33
GUY,1952,25.887,26.353,27.161,27.041,26.277,25.68,25.533,26.147,26.846,27.202,26.71,26.107
GUY,1953,25.694,25.775,26.193,26.238,25.918,26.012,25.918,26.64,26.978,27.443,27.221,26.135
GUY,1954,25.288,25.787,26.424,25.865,25.995,25.568,25.5,25.956,26.833,26.586,26.156,25.679
GUY,1955,25.363,25.715,25.588,25.704,25.967,25.607,25.55,26.169,26.72,27.238,26.785,25.442
GUY,1956,25.709,25.635,25.991,26.181,25.479,25.435,25.362,25.792,26.326,26.461,26.635,25.44
GUY,1957,25.123,25.919,26.121,26.41,26.061,25.619,25.654,26.363,27.596,27.292,27.257,26.223
GUY,1958,26.424,26.541,27.203,26.589,26.689,26.14,26.125,26.714,27.536,27.211,27.014,26.54
GUY,1959,26.171,26.017,26.531,26.544,26.517,25.485,25.409,26.27,26.896,26.639,26.419,26.09
GUY,1960,25.764,25.989,26.465,26.098,26.024,25.546,25.361,26.357,26.929,27.036,26.754,25.577
GUY,1961,25.785,25.817,26.826,26.875,26.65,25.285,25.602,26.357,26.601,26.611,26.223,25.53
GUY,1962,25.5,25.89,26.723,26.567,26.281,25.499,25.631,26.189,26.747,27.189,26.858,26.235
GUY,1963,25.65,25.858,26.192,26.241,25.825,25.681,25.763,26.597,27.203,27.442,26.984,25.936
GUY,1964,25.961,26.604,27.041,26.885,26.349,25.763,25.848,26.06,27.013,26.781,26.771,25.672
GUY,1965,25.624,25.389,26.305,26.273,25.954,25.32,25.635,26.261,27.185,27.574,27.178,26.516
